ID,ITEM,CONDITION,RATING
570260f06ffa49afb7bdc797a92fea1b,2,plausible,5
570260f06ffa49afb7bdc797a92fea1b,11,implausible,5
570260f06ffa49afb7bdc797a92fea1b,19,implausible,2
570260f06ffa49afb7bdc797a92fea1b,3,implausible,2
570260f06ffa49afb7bdc797a92fea1b,17,implausible,2
570260f06ffa49afb7bdc797a92fea1b,7,implausible,2
570260f06ffa49afb7bdc797a92fea1b,9,implausible,5
570260f06ffa49afb7bdc797a92fea1b,5,implausible,3
570260f06ffa49afb7bdc797a92fea1b,6,plausible,5
570260f06ffa49afb7bdc797a92fea1b,4,plausible,5
570260f06ffa49afb7bdc797a92fea1b,20,plausible,1
570260f06ffa49afb7bdc797a92fea1b,12,plausible,5
570260f06ffa49afb7bdc797a92fea1b,1,implausible,2
570260f06ffa49afb7bdc797a92fea1b,8,plausible,5
570260f06ffa49afb7bdc797a92fea1b,13,implausible,4
570260f06ffa49afb7bdc797a92fea1b,16,plausible,5
570260f06ffa49afb7bdc797a92fea1b,18,plausible,5
570260f06ffa49afb7bdc797a92fea1b,15,implausible,1
570260f06ffa49afb7bdc797a92fea1b,10,plausible,1
570260f06ffa49afb7bdc797a92fea1b,14,plausible,5
567e07672879e9cece03bcf4f470767f,16,implausible,2
567e07672879e9cece03bcf4f470767f,14,implausible,2
567e07672879e9cece03bcf4f470767f,19,plausible,3
567e07672879e9cece03bcf4f470767f,15,plausible,4
567e07672879e9cece03bcf4f470767f,4,implausible,2
567e07672879e9cece03bcf4f470767f,13,plausible,3
567e07672879e9cece03bcf4f470767f,10,implausible,2
567e07672879e9cece03bcf4f470767f,11,plausible,2
567e07672879e9cece03bcf4f470767f,8,implausible,2
567e07672879e9cece03bcf4f470767f,17,plausible,3
567e07672879e9cece03bcf4f470767f,9,plausible,4
567e07672879e9cece03bcf4f470767f,18,implausible,3
567e07672879e9cece03bcf4f470767f,12,implausible,2
567e07672879e9cece03bcf4f470767f,3,plausible,4
567e07672879e9cece03bcf4f470767f,5,plausible,3
567e07672879e9cece03bcf4f470767f,1,plausible,3
567e07672879e9cece03bcf4f470767f,2,implausible,2
567e07672879e9cece03bcf4f470767f,20,implausible,2
567e07672879e9cece03bcf4f470767f,7,plausible,4
567e07672879e9cece03bcf4f470767f,6,implausible,3
0800373747ab78796173416d3a5ac8e8,1,implausible,1
0800373747ab78796173416d3a5ac8e8,10,plausible,4
0800373747ab78796173416d3a5ac8e8,2,plausible,5
0800373747ab78796173416d3a5ac8e8,9,implausible,1
0800373747ab78796173416d3a5ac8e8,16,plausible,5
0800373747ab78796173416d3a5ac8e8,4,plausible,3
0800373747ab78796173416d3a5ac8e8,5,implausible,1
0800373747ab78796173416d3a5ac8e8,13,implausible,2
0800373747ab78796173416d3a5ac8e8,15,implausible,1
0800373747ab78796173416d3a5ac8e8,3,implausible,1
0800373747ab78796173416d3a5ac8e8,19,implausible,1
0800373747ab78796173416d3a5ac8e8,7,implausible,1
0800373747ab78796173416d3a5ac8e8,14,plausible,4
0800373747ab78796173416d3a5ac8e8,12,plausible,5
0800373747ab78796173416d3a5ac8e8,6,plausible,4
0800373747ab78796173416d3a5ac8e8,20,plausible,4
0800373747ab78796173416d3a5ac8e8,11,implausible,1
0800373747ab78796173416d3a5ac8e8,18,plausible,3
0800373747ab78796173416d3a5ac8e8,8,plausible,5
0800373747ab78796173416d3a5ac8e8,17,implausible,2
67e7eb1d68a820475498cd50710902d2,4,plausible,4
67e7eb1d68a820475498cd50710902d2,18,plausible,2
67e7eb1d68a820475498cd50710902d2,9,implausible,1
67e7eb1d68a820475498cd50710902d2,15,implausible,1
67e7eb1d68a820475498cd50710902d2,20,plausible,5
67e7eb1d68a820475498cd50710902d2,10,plausible,4
67e7eb1d68a820475498cd50710902d2,1,implausible,2
67e7eb1d68a820475498cd50710902d2,14,plausible,4
67e7eb1d68a820475498cd50710902d2,8,plausible,4
67e7eb1d68a820475498cd50710902d2,7,implausible,1
67e7eb1d68a820475498cd50710902d2,13,implausible,1
67e7eb1d68a820475498cd50710902d2,3,implausible,1
67e7eb1d68a820475498cd50710902d2,6,plausible,3
67e7eb1d68a820475498cd50710902d2,11,implausible,1
67e7eb1d68a820475498cd50710902d2,16,plausible,4
67e7eb1d68a820475498cd50710902d2,17,implausible,1
67e7eb1d68a820475498cd50710902d2,2,plausible,5
67e7eb1d68a820475498cd50710902d2,12,plausible,3
67e7eb1d68a820475498cd50710902d2,19,implausible,1
67e7eb1d68a820475498cd50710902d2,5,implausible,1
f056225247041558665fe7aa578a40b0,3,implausible,2
f056225247041558665fe7aa578a40b0,15,implausible,2
f056225247041558665fe7aa578a40b0,16,plausible,5
f056225247041558665fe7aa578a40b0,18,plausible,5
f056225247041558665fe7aa578a40b0,11,implausible,1
f056225247041558665fe7aa578a40b0,1,implausible,1
f056225247041558665fe7aa578a40b0,20,plausible,3
f056225247041558665fe7aa578a40b0,2,plausible,5
f056225247041558665fe7aa578a40b0,6,plausible,4
f056225247041558665fe7aa578a40b0,9,implausible,1
f056225247041558665fe7aa578a40b0,13,implausible,1
f056225247041558665fe7aa578a40b0,14,plausible,5
f056225247041558665fe7aa578a40b0,10,plausible,3
f056225247041558665fe7aa578a40b0,17,implausible,1
f056225247041558665fe7aa578a40b0,5,implausible,1
f056225247041558665fe7aa578a40b0,8,plausible,5
f056225247041558665fe7aa578a40b0,7,implausible,1
f056225247041558665fe7aa578a40b0,4,plausible,5
f056225247041558665fe7aa578a40b0,19,implausible,2
f056225247041558665fe7aa578a40b0,12,plausible,5
d35d3ed1ec1ec3452701139b5fbbed08,2,implausible,3
d35d3ed1ec1ec3452701139b5fbbed08,11,plausible,5
d35d3ed1ec1ec3452701139b5fbbed08,20,implausible,1
d35d3ed1ec1ec3452701139b5fbbed08,9,plausible,5
d35d3ed1ec1ec3452701139b5fbbed08,1,plausible,5
d35d3ed1ec1ec3452701139b5fbbed08,15,plausible,4
d35d3ed1ec1ec3452701139b5fbbed08,17,plausible,5
d35d3ed1ec1ec3452701139b5fbbed08,19,plausible,5
d35d3ed1ec1ec3452701139b5fbbed08,3,plausible,5
d35d3ed1ec1ec3452701139b5fbbed08,18,implausible,4
d35d3ed1ec1ec3452701139b5fbbed08,10,implausible,2
d35d3ed1ec1ec3452701139b5fbbed08,6,implausible,3
d35d3ed1ec1ec3452701139b5fbbed08,14,implausible,2
d35d3ed1ec1ec3452701139b5fbbed08,8,implausible,2
d35d3ed1ec1ec3452701139b5fbbed08,7,plausible,5
d35d3ed1ec1ec3452701139b5fbbed08,13,plausible,5
d35d3ed1ec1ec3452701139b5fbbed08,4,implausible,2
d35d3ed1ec1ec3452701139b5fbbed08,5,plausible,4
d35d3ed1ec1ec3452701139b5fbbed08,16,implausible,2
d35d3ed1ec1ec3452701139b5fbbed08,12,implausible,2
4553ff552fde0b279f147b9cc7f2a8f1,14,plausible,5
4553ff552fde0b279f147b9cc7f2a8f1,17,implausible,3
4553ff552fde0b279f147b9cc7f2a8f1,11,implausible,3
4553ff552fde0b279f147b9cc7f2a8f1,7,implausible,3
4553ff552fde0b279f147b9cc7f2a8f1,20,plausible,5
4553ff552fde0b279f147b9cc7f2a8f1,8,plausible,5
4553ff552fde0b279f147b9cc7f2a8f1,13,implausible,3
4553ff552fde0b279f147b9cc7f2a8f1,1,implausible,3
4553ff552fde0b279f147b9cc7f2a8f1,9,implausible,3
4553ff552fde0b279f147b9cc7f2a8f1,16,plausible,5
4553ff552fde0b279f147b9cc7f2a8f1,12,plausible,5
4553ff552fde0b279f147b9cc7f2a8f1,4,plausible,5
4553ff552fde0b279f147b9cc7f2a8f1,10,plausible,5
4553ff552fde0b279f147b9cc7f2a8f1,19,implausible,2
4553ff552fde0b279f147b9cc7f2a8f1,6,plausible,5
4553ff552fde0b279f147b9cc7f2a8f1,15,implausible,2
4553ff552fde0b279f147b9cc7f2a8f1,2,plausible,5
4553ff552fde0b279f147b9cc7f2a8f1,18,plausible,5
4553ff552fde0b279f147b9cc7f2a8f1,5,implausible,2
4553ff552fde0b279f147b9cc7f2a8f1,3,implausible,1
a6cb8d31cdb7346438395858d0824bfa,13,plausible,1
a6cb8d31cdb7346438395858d0824bfa,2,implausible,3
a6cb8d31cdb7346438395858d0824bfa,14,implausible,3
a6cb8d31cdb7346438395858d0824bfa,10,implausible,3
a6cb8d31cdb7346438395858d0824bfa,7,plausible,4
a6cb8d31cdb7346438395858d0824bfa,12,implausible,3
a6cb8d31cdb7346438395858d0824bfa,4,implausible,3
a6cb8d31cdb7346438395858d0824bfa,3,plausible,5
a6cb8d31cdb7346438395858d0824bfa,11,plausible,4
a6cb8d31cdb7346438395858d0824bfa,1,plausible,5
a6cb8d31cdb7346438395858d0824bfa,5,plausible,2
a6cb8d31cdb7346438395858d0824bfa,19,plausible,5
a6cb8d31cdb7346438395858d0824bfa,8,implausible,3
a6cb8d31cdb7346438395858d0824bfa,15,plausible,4
a6cb8d31cdb7346438395858d0824bfa,18,implausible,2
a6cb8d31cdb7346438395858d0824bfa,16,implausible,3
a6cb8d31cdb7346438395858d0824bfa,6,implausible,2
a6cb8d31cdb7346438395858d0824bfa,17,plausible,5
a6cb8d31cdb7346438395858d0824bfa,20,implausible,2
a6cb8d31cdb7346438395858d0824bfa,9,plausible,4
3a349d5805754f5c920d5c011aa7ed2c,11,implausible,1
3a349d5805754f5c920d5c011aa7ed2c,16,plausible,5
3a349d5805754f5c920d5c011aa7ed2c,15,implausible,1
3a349d5805754f5c920d5c011aa7ed2c,9,implausible,1
3a349d5805754f5c920d5c011aa7ed2c,17,implausible,1
3a349d5805754f5c920d5c011aa7ed2c,10,plausible,5
3a349d5805754f5c920d5c011aa7ed2c,6,plausible,5
3a349d5805754f5c920d5c011aa7ed2c,18,plausible,5
3a349d5805754f5c920d5c011aa7ed2c,13,implausible,2
3a349d5805754f5c920d5c011aa7ed2c,19,implausible,1
3a349d5805754f5c920d5c011aa7ed2c,3,implausible,2
3a349d5805754f5c920d5c011aa7ed2c,2,plausible,5
3a349d5805754f5c920d5c011aa7ed2c,12,plausible,5
3a349d5805754f5c920d5c011aa7ed2c,20,plausible,3
3a349d5805754f5c920d5c011aa7ed2c,8,plausible,5
3a349d5805754f5c920d5c011aa7ed2c,4,plausible,5
3a349d5805754f5c920d5c011aa7ed2c,7,implausible,1
3a349d5805754f5c920d5c011aa7ed2c,5,implausible,1
3a349d5805754f5c920d5c011aa7ed2c,14,plausible,5
3a349d5805754f5c920d5c011aa7ed2c,1,implausible,1
58f37899c02d0bb52f25368cecc352c5,18,implausible,1
58f37899c02d0bb52f25368cecc352c5,12,implausible,5
58f37899c02d0bb52f25368cecc352c5,9,plausible,4
58f37899c02d0bb52f25368cecc352c5,15,plausible,4
58f37899c02d0bb52f25368cecc352c5,4,implausible,2
58f37899c02d0bb52f25368cecc352c5,3,plausible,3
58f37899c02d0bb52f25368cecc352c5,6,implausible,2
58f37899c02d0bb52f25368cecc352c5,1,plausible,1
58f37899c02d0bb52f25368cecc352c5,17,plausible,5
58f37899c02d0bb52f25368cecc352c5,16,implausible,3
58f37899c02d0bb52f25368cecc352c5,13,plausible,3
58f37899c02d0bb52f25368cecc352c5,5,plausible,5
58f37899c02d0bb52f25368cecc352c5,20,implausible,1
58f37899c02d0bb52f25368cecc352c5,11,plausible,4
58f37899c02d0bb52f25368cecc352c5,7,plausible,3
58f37899c02d0bb52f25368cecc352c5,14,implausible,2
58f37899c02d0bb52f25368cecc352c5,10,implausible,1
58f37899c02d0bb52f25368cecc352c5,8,implausible,2
58f37899c02d0bb52f25368cecc352c5,2,implausible,2
58f37899c02d0bb52f25368cecc352c5,19,plausible,3
daf6ee4395abb0c2ee84f42b55834d89,4,plausible,5
daf6ee4395abb0c2ee84f42b55834d89,8,plausible,5
daf6ee4395abb0c2ee84f42b55834d89,19,implausible,2
daf6ee4395abb0c2ee84f42b55834d89,12,plausible,5
daf6ee4395abb0c2ee84f42b55834d89,6,plausible,5
daf6ee4395abb0c2ee84f42b55834d89,17,implausible,2
daf6ee4395abb0c2ee84f42b55834d89,1,implausible,1
daf6ee4395abb0c2ee84f42b55834d89,5,implausible,1
daf6ee4395abb0c2ee84f42b55834d89,10,plausible,5
daf6ee4395abb0c2ee84f42b55834d89,16,plausible,4
daf6ee4395abb0c2ee84f42b55834d89,9,implausible,1
daf6ee4395abb0c2ee84f42b55834d89,2,plausible,5
daf6ee4395abb0c2ee84f42b55834d89,14,plausible,5
daf6ee4395abb0c2ee84f42b55834d89,11,implausible,2
daf6ee4395abb0c2ee84f42b55834d89,15,implausible,1
daf6ee4395abb0c2ee84f42b55834d89,18,plausible,3
daf6ee4395abb0c2ee84f42b55834d89,20,plausible,5
daf6ee4395abb0c2ee84f42b55834d89,3,implausible,1
daf6ee4395abb0c2ee84f42b55834d89,13,implausible,1
daf6ee4395abb0c2ee84f42b55834d89,7,implausible,1
5eb117d281151db2b76523778152f81d,3,plausible,5
5eb117d281151db2b76523778152f81d,2,implausible,3
5eb117d281151db2b76523778152f81d,20,implausible,1
5eb117d281151db2b76523778152f81d,10,implausible,1
5eb117d281151db2b76523778152f81d,15,plausible,4
5eb117d281151db2b76523778152f81d,5,plausible,4
5eb117d281151db2b76523778152f81d,19,plausible,3
5eb117d281151db2b76523778152f81d,17,plausible,5
5eb117d281151db2b76523778152f81d,1,plausible,3
5eb117d281151db2b76523778152f81d,6,implausible,1
5eb117d281151db2b76523778152f81d,16,implausible,1
5eb117d281151db2b76523778152f81d,12,implausible,1
5eb117d281151db2b76523778152f81d,9,plausible,4
5eb117d281151db2b76523778152f81d,14,implausible,1
5eb117d281151db2b76523778152f81d,18,implausible,1
5eb117d281151db2b76523778152f81d,11,plausible,3
5eb117d281151db2b76523778152f81d,13,plausible,4
5eb117d281151db2b76523778152f81d,8,implausible,1
5eb117d281151db2b76523778152f81d,4,implausible,1
5eb117d281151db2b76523778152f81d,7,plausible,5
f1c50c4a21dd8490770f989814f3cd76,14,plausible,5
f1c50c4a21dd8490770f989814f3cd76,5,implausible,3
f1c50c4a21dd8490770f989814f3cd76,2,plausible,5
f1c50c4a21dd8490770f989814f3cd76,10,plausible,5
f1c50c4a21dd8490770f989814f3cd76,4,plausible,5
f1c50c4a21dd8490770f989814f3cd76,1,implausible,3
f1c50c4a21dd8490770f989814f3cd76,19,implausible,3
f1c50c4a21dd8490770f989814f3cd76,13,implausible,4
f1c50c4a21dd8490770f989814f3cd76,20,plausible,3
f1c50c4a21dd8490770f989814f3cd76,18,plausible,3
f1c50c4a21dd8490770f989814f3cd76,3,implausible,4
f1c50c4a21dd8490770f989814f3cd76,16,plausible,5
f1c50c4a21dd8490770f989814f3cd76,8,plausible,5
f1c50c4a21dd8490770f989814f3cd76,15,implausible,4
f1c50c4a21dd8490770f989814f3cd76,9,implausible,4
f1c50c4a21dd8490770f989814f3cd76,11,implausible,4
f1c50c4a21dd8490770f989814f3cd76,6,plausible,4
f1c50c4a21dd8490770f989814f3cd76,7,implausible,5
f1c50c4a21dd8490770f989814f3cd76,17,implausible,4
f1c50c4a21dd8490770f989814f3cd76,12,plausible,4
d2297ef62fb166b23254c294ca60cbab,17,plausible,3
d2297ef62fb166b23254c294ca60cbab,11,plausible,4
d2297ef62fb166b23254c294ca60cbab,2,implausible,1
d2297ef62fb166b23254c294ca60cbab,15,plausible,4
d2297ef62fb166b23254c294ca60cbab,18,implausible,1
d2297ef62fb166b23254c294ca60cbab,14,implausible,1
d2297ef62fb166b23254c294ca60cbab,7,plausible,5
d2297ef62fb166b23254c294ca60cbab,6,implausible,1
d2297ef62fb166b23254c294ca60cbab,1,plausible,5
d2297ef62fb166b23254c294ca60cbab,20,implausible,1
d2297ef62fb166b23254c294ca60cbab,4,implausible,1
d2297ef62fb166b23254c294ca60cbab,16,implausible,1
d2297ef62fb166b23254c294ca60cbab,9,plausible,5
d2297ef62fb166b23254c294ca60cbab,8,implausible,1
d2297ef62fb166b23254c294ca60cbab,13,plausible,5
d2297ef62fb166b23254c294ca60cbab,10,implausible,1
d2297ef62fb166b23254c294ca60cbab,12,implausible,1
d2297ef62fb166b23254c294ca60cbab,3,plausible,5
d2297ef62fb166b23254c294ca60cbab,5,plausible,4
d2297ef62fb166b23254c294ca60cbab,19,plausible,4
880f21222ca0914d0b9f29de0e9cf92a,3,implausible,1
880f21222ca0914d0b9f29de0e9cf92a,5,implausible,1
880f21222ca0914d0b9f29de0e9cf92a,11,implausible,1
880f21222ca0914d0b9f29de0e9cf92a,8,plausible,5
880f21222ca0914d0b9f29de0e9cf92a,6,plausible,4
880f21222ca0914d0b9f29de0e9cf92a,12,plausible,2
880f21222ca0914d0b9f29de0e9cf92a,10,plausible,2
880f21222ca0914d0b9f29de0e9cf92a,13,implausible,2
880f21222ca0914d0b9f29de0e9cf92a,14,plausible,5
880f21222ca0914d0b9f29de0e9cf92a,4,plausible,5
880f21222ca0914d0b9f29de0e9cf92a,2,plausible,3
880f21222ca0914d0b9f29de0e9cf92a,7,implausible,1
880f21222ca0914d0b9f29de0e9cf92a,9,implausible,2
880f21222ca0914d0b9f29de0e9cf92a,17,implausible,2
880f21222ca0914d0b9f29de0e9cf92a,19,implausible,2
880f21222ca0914d0b9f29de0e9cf92a,15,implausible,2
880f21222ca0914d0b9f29de0e9cf92a,18,plausible,2
880f21222ca0914d0b9f29de0e9cf92a,16,plausible,5
880f21222ca0914d0b9f29de0e9cf92a,1,implausible,1
880f21222ca0914d0b9f29de0e9cf92a,20,plausible,1
e497d3dd10cf2812b4b80671cff3e665,13,plausible,4
e497d3dd10cf2812b4b80671cff3e665,8,implausible,1
e497d3dd10cf2812b4b80671cff3e665,3,plausible,5
e497d3dd10cf2812b4b80671cff3e665,11,plausible,5
e497d3dd10cf2812b4b80671cff3e665,14,implausible,1
e497d3dd10cf2812b4b80671cff3e665,17,plausible,3
e497d3dd10cf2812b4b80671cff3e665,6,implausible,1
e497d3dd10cf2812b4b80671cff3e665,10,implausible,1
e497d3dd10cf2812b4b80671cff3e665,16,implausible,1
e497d3dd10cf2812b4b80671cff3e665,4,implausible,2
e497d3dd10cf2812b4b80671cff3e665,19,plausible,4
e497d3dd10cf2812b4b80671cff3e665,1,plausible,4
e497d3dd10cf2812b4b80671cff3e665,20,implausible,1
e497d3dd10cf2812b4b80671cff3e665,5,plausible,5
e497d3dd10cf2812b4b80671cff3e665,2,implausible,1
e497d3dd10cf2812b4b80671cff3e665,12,implausible,1
e497d3dd10cf2812b4b80671cff3e665,18,implausible,1
e497d3dd10cf2812b4b80671cff3e665,9,plausible,4
e497d3dd10cf2812b4b80671cff3e665,7,plausible,3
e497d3dd10cf2812b4b80671cff3e665,15,plausible,4
f48fb0da9bb5266ddfbc9f3b96dce68b,5,implausible,1
f48fb0da9bb5266ddfbc9f3b96dce68b,14,plausible,5
f48fb0da9bb5266ddfbc9f3b96dce68b,2,plausible,5
f48fb0da9bb5266ddfbc9f3b96dce68b,1,implausible,1
f48fb0da9bb5266ddfbc9f3b96dce68b,17,implausible,1
f48fb0da9bb5266ddfbc9f3b96dce68b,10,plausible,5
f48fb0da9bb5266ddfbc9f3b96dce68b,15,implausible,1
f48fb0da9bb5266ddfbc9f3b96dce68b,11,implausible,1
f48fb0da9bb5266ddfbc9f3b96dce68b,3,implausible,1
f48fb0da9bb5266ddfbc9f3b96dce68b,19,implausible,1
f48fb0da9bb5266ddfbc9f3b96dce68b,20,plausible,5
f48fb0da9bb5266ddfbc9f3b96dce68b,6,plausible,5
f48fb0da9bb5266ddfbc9f3b96dce68b,16,plausible,5
f48fb0da9bb5266ddfbc9f3b96dce68b,9,implausible,1
f48fb0da9bb5266ddfbc9f3b96dce68b,12,plausible,5
f48fb0da9bb5266ddfbc9f3b96dce68b,13,implausible,1
f48fb0da9bb5266ddfbc9f3b96dce68b,7,implausible,1
f48fb0da9bb5266ddfbc9f3b96dce68b,18,plausible,4
f48fb0da9bb5266ddfbc9f3b96dce68b,4,plausible,5
f48fb0da9bb5266ddfbc9f3b96dce68b,8,plausible,5
67f21f32053e765011b7a58ebda7c0ef,17,plausible,5
67f21f32053e765011b7a58ebda7c0ef,14,implausible,2
67f21f32053e765011b7a58ebda7c0ef,6,implausible,1
67f21f32053e765011b7a58ebda7c0ef,5,plausible,5
67f21f32053e765011b7a58ebda7c0ef,12,implausible,2
67f21f32053e765011b7a58ebda7c0ef,19,plausible,5
67f21f32053e765011b7a58ebda7c0ef,18,implausible,2
67f21f32053e765011b7a58ebda7c0ef,11,plausible,5
67f21f32053e765011b7a58ebda7c0ef,3,plausible,5
67f21f32053e765011b7a58ebda7c0ef,13,plausible,5
67f21f32053e765011b7a58ebda7c0ef,4,implausible,1
67f21f32053e765011b7a58ebda7c0ef,7,plausible,2
67f21f32053e765011b7a58ebda7c0ef,8,implausible,3
67f21f32053e765011b7a58ebda7c0ef,10,implausible,2
67f21f32053e765011b7a58ebda7c0ef,20,implausible,1
67f21f32053e765011b7a58ebda7c0ef,2,implausible,2
67f21f32053e765011b7a58ebda7c0ef,1,plausible,4
67f21f32053e765011b7a58ebda7c0ef,15,plausible,5
67f21f32053e765011b7a58ebda7c0ef,9,plausible,5
67f21f32053e765011b7a58ebda7c0ef,16,implausible,2
19c2d7b9ded0b515c030e3b36dd11909,3,implausible,4
19c2d7b9ded0b515c030e3b36dd11909,2,plausible,3
19c2d7b9ded0b515c030e3b36dd11909,20,plausible,2
19c2d7b9ded0b515c030e3b36dd11909,19,implausible,2
19c2d7b9ded0b515c030e3b36dd11909,15,implausible,3
19c2d7b9ded0b515c030e3b36dd11909,5,implausible,2
19c2d7b9ded0b515c030e3b36dd11909,4,plausible,5
19c2d7b9ded0b515c030e3b36dd11909,6,plausible,5
19c2d7b9ded0b515c030e3b36dd11909,1,implausible,3
19c2d7b9ded0b515c030e3b36dd11909,11,implausible,2
19c2d7b9ded0b515c030e3b36dd11909,13,implausible,2
19c2d7b9ded0b515c030e3b36dd11909,8,plausible,5
19c2d7b9ded0b515c030e3b36dd11909,16,plausible,5
19c2d7b9ded0b515c030e3b36dd11909,18,plausible,2
19c2d7b9ded0b515c030e3b36dd11909,9,implausible,2
19c2d7b9ded0b515c030e3b36dd11909,17,implausible,2
19c2d7b9ded0b515c030e3b36dd11909,7,implausible,2
19c2d7b9ded0b515c030e3b36dd11909,14,plausible,5
19c2d7b9ded0b515c030e3b36dd11909,12,plausible,5
19c2d7b9ded0b515c030e3b36dd11909,10,plausible,2
dbb74898c9160f04a4b94916912f1d25,15,plausible,5
dbb74898c9160f04a4b94916912f1d25,5,plausible,5
dbb74898c9160f04a4b94916912f1d25,1,plausible,3
dbb74898c9160f04a4b94916912f1d25,2,implausible,1
dbb74898c9160f04a4b94916912f1d25,19,plausible,4
dbb74898c9160f04a4b94916912f1d25,18,implausible,2
dbb74898c9160f04a4b94916912f1d25,14,implausible,1
dbb74898c9160f04a4b94916912f1d25,8,implausible,3
dbb74898c9160f04a4b94916912f1d25,12,implausible,2
dbb74898c9160f04a4b94916912f1d25,13,plausible,1
dbb74898c9160f04a4b94916912f1d25,4,implausible,4
dbb74898c9160f04a4b94916912f1d25,11,plausible,5
dbb74898c9160f04a4b94916912f1d25,9,plausible,5
dbb74898c9160f04a4b94916912f1d25,10,implausible,3
dbb74898c9160f04a4b94916912f1d25,3,plausible,4
dbb74898c9160f04a4b94916912f1d25,17,plausible,5
dbb74898c9160f04a4b94916912f1d25,6,implausible,1
dbb74898c9160f04a4b94916912f1d25,20,implausible,3
dbb74898c9160f04a4b94916912f1d25,16,implausible,1
dbb74898c9160f04a4b94916912f1d25,7,plausible,3
0e02bad30b4fa81e489c2df323487f02,18,implausible,3
0e02bad30b4fa81e489c2df323487f02,12,implausible,2
0e02bad30b4fa81e489c2df323487f02,4,implausible,4
0e02bad30b4fa81e489c2df323487f02,11,plausible,5
0e02bad30b4fa81e489c2df323487f02,6,implausible,1
0e02bad30b4fa81e489c2df323487f02,20,implausible,2
0e02bad30b4fa81e489c2df323487f02,9,plausible,5
0e02bad30b4fa81e489c2df323487f02,16,implausible,4
0e02bad30b4fa81e489c2df323487f02,2,implausible,3
0e02bad30b4fa81e489c2df323487f02,3,plausible,4
0e02bad30b4fa81e489c2df323487f02,7,plausible,5
0e02bad30b4fa81e489c2df323487f02,17,plausible,1
0e02bad30b4fa81e489c2df323487f02,10,implausible,2
0e02bad30b4fa81e489c2df323487f02,19,plausible,5
0e02bad30b4fa81e489c2df323487f02,5,plausible,4
0e02bad30b4fa81e489c2df323487f02,8,implausible,3
0e02bad30b4fa81e489c2df323487f02,13,plausible,3
0e02bad30b4fa81e489c2df323487f02,1,plausible,2
0e02bad30b4fa81e489c2df323487f02,15,plausible,5
0e02bad30b4fa81e489c2df323487f02,14,implausible,3
8d21ee40376569fc7e313cf00861df45,6,implausible,2
8d21ee40376569fc7e313cf00861df45,20,implausible,1
8d21ee40376569fc7e313cf00861df45,3,plausible,5
8d21ee40376569fc7e313cf00861df45,5,plausible,4
8d21ee40376569fc7e313cf00861df45,15,plausible,5
8d21ee40376569fc7e313cf00861df45,13,plausible,5
8d21ee40376569fc7e313cf00861df45,4,implausible,2
8d21ee40376569fc7e313cf00861df45,2,implausible,1
8d21ee40376569fc7e313cf00861df45,12,implausible,3
8d21ee40376569fc7e313cf00861df45,14,implausible,1
8d21ee40376569fc7e313cf00861df45,18,implausible,3
8d21ee40376569fc7e313cf00861df45,16,implausible,2
8d21ee40376569fc7e313cf00861df45,17,plausible,5
8d21ee40376569fc7e313cf00861df45,11,plausible,5
8d21ee40376569fc7e313cf00861df45,7,plausible,5
8d21ee40376569fc7e313cf00861df45,19,plausible,5
8d21ee40376569fc7e313cf00861df45,8,implausible,2
8d21ee40376569fc7e313cf00861df45,9,plausible,4
8d21ee40376569fc7e313cf00861df45,10,implausible,3
8d21ee40376569fc7e313cf00861df45,1,plausible,5
ac55e6442ec13faa5a616308add32e86,20,plausible,5
ac55e6442ec13faa5a616308add32e86,12,plausible,5
ac55e6442ec13faa5a616308add32e86,14,plausible,5
ac55e6442ec13faa5a616308add32e86,19,implausible,2
ac55e6442ec13faa5a616308add32e86,10,plausible,5
ac55e6442ec13faa5a616308add32e86,17,implausible,2
ac55e6442ec13faa5a616308add32e86,18,plausible,2
ac55e6442ec13faa5a616308add32e86,16,plausible,5
ac55e6442ec13faa5a616308add32e86,9,implausible,2
ac55e6442ec13faa5a616308add32e86,13,implausible,2
ac55e6442ec13faa5a616308add32e86,6,plausible,2
ac55e6442ec13faa5a616308add32e86,8,plausible,5
ac55e6442ec13faa5a616308add32e86,15,implausible,2
ac55e6442ec13faa5a616308add32e86,7,implausible,2
ac55e6442ec13faa5a616308add32e86,5,implausible,2
ac55e6442ec13faa5a616308add32e86,1,implausible,1
ac55e6442ec13faa5a616308add32e86,11,implausible,2
ac55e6442ec13faa5a616308add32e86,2,plausible,5
ac55e6442ec13faa5a616308add32e86,4,plausible,4
ac55e6442ec13faa5a616308add32e86,3,implausible,2
